nom_estab,items,prediction
RESTAURANTE ARIECCHINO,"['COSTILLA', 'AJO', 'LECHE', 'CARNITAS/PIERNA', 'RIBEYE']",['ARRACHERA']
MINIRESTAURANTE EL CHINO,"['MOSTAZA', 'FLAUTAS', 'HUEVO', 'CARNITAS/PIERNA', 'CAMARON']",['TOCINO']
LA TORRADA RESTAURANTE,"['FLAUTAS', 'PULPA', 'SALAMI', 'DESHEBRADA', 'BISTEC', 'COSTILLA']",['TOCINO']
RESTAURANTE ARIECCHINO,"['PORTERHOUSE', 'ADOBADA', 'GALLETA', 'MAYONESA', 'MOLIDA', 'PASTEL']",['CHILE']
HOTEL MISION,"['CHULETA', 'PIMIENTA', 'BACON', 'ACEITUNA', 'PULPO']",['DIEZMILLO']
VITANTI RESTAURANTE,"['CACHETE', 'PORTERHOUSE', 'AJO', 'DESHEBRADA', 'ACEITE', 'BACON', 'WHIP']",['DIEZMILLO']
RESTAURANTE LA AZULITA,"['PIMIENTA', 'CHILE', 'COFFEE', 'PASTA', 'CATSUP', 'DESHEBRADA', 'SHOULDER']","['MOLIDA', 'SALMON']"
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['CHILE', 'MOLIDA', 'ADOBADA', 'LENGUA', 'WHIP', 'SHOULDER']",['SALSA']
HOTEL EL REGIO,"['YOGHURT', 'MOLIDA', 'COSTILLA']",['CHILE']
RESTAURANTE LA AZULITA,"['SALAMI', 'MORTADELA', 'PASTEL', 'CORTADILLO', 'BONELESS']",['PANELA']
RESTAURANTE FLOR DE TOKIO,"['CORTADILLO', 'FLAUTAS', 'CREMA', 'GALLETA']","['TOCINO', 'PANELA']"
ESPAÑOLA RESTAURANTE,"['DIEZMILLO', 'MENUDO', 'PECHUGA', 'COFFEE']","['BACON', 'SALMON']"
HOTEL OASIS,"['PIMIENTA', 'ROAST', 'ARRACHERA', 'NUGGET']",['LECHE']
HOTEL EL REGIO,"['BONELESS', 'CHULETA', 'JAMON', 'ACEITE', 'SALSA', 'ELOTE']",['LENGUA']
HOTEL REGIS,"['PAPRIKA', 'RIBEYE', 'DIEZMILLO', 'SHOULDER', 'MANCHEGO', 'GOUDA', 'CHAMPIÑONES']",['BACON']
RESTAURANTE LOS RODRIGUEZ,"['LECHE', 'PANELA', 'CUBOS', 'PIERNA', 'FAJITA', 'GOUDA']","['ARRACHERA', 'CORTADILLO']"
RESTAURANTE VERDENIA,"['TOMATE', 'WHIP', 'DIEZMILLO', 'COFFEE', 'ACEITE', 'FILETE']","['BACON', 'SALMON']"
HOTEL HOLIDAY IN EXPRESS,"['TOCINO', 'ADEREZO', 'VEAL', 'CATSUP', 'JUGO', 'ACEITUNA']",['FLAUTAS']
HOTEL OASIS,"['LOMO', 'MIEL', 'PHILADELPHIA', 'T-BONE', 'CATSUP', 'SALSA', 'ENDULZANTE']",['LENGUA']
RESTAURANTE TIO LALO,"['PURE', 'AJO', 'COCOA', 'CHAMPIÑONES', 'ADEREZO', 'SALMON', 'CHEESECAKE']",['COFFEE']
VITANTI RESTAURANTE,"['CUBOS', 'JALAPENOS', 'BISTEC', 'ACEITE', 'COCOA', 'SALMON']",['COFFEE']
RESTAURANTE FINOS,"['MOLIDA', 'CHULETA', 'FAJITA', 'PANELA', 'LOMO']","['CHILE', 'CORTADILLO']"
HOTEL HOLIDAY IN EXPRESS,"['JALAPENOS', 'SAZONADOR', 'NUGGET', 'PULPO', 'GALLETA', 'CORTADILLO', 'SALSA']","['PANELA', 'LENGUA']"
RESTAURANTE FLOR DE TOKIO,"['PHILADELPHIA', 'TOMATE', 'COSTILLA', 'COFFEE']",['SALMON']
RESTAURANTE TIO LALO,"['ACEITUNA', 'BACON', 'MENUDO', 'GOUDA']",['DIEZMILLO']
RESTAURANTE Y TAQUERIA MI GENERAL,"['PIMIENTA', 'COFFEE', 'PIZZA', 'TOMAHAWK', 'ENDULZANTE', 'GALLETA', 'SALCHICHA']",['SALMON']
CALLE 7 RESTAURANTE,"['DESHEBRADA', 'PASTEL', 'BACON', 'ACEITE', 'LENGUA']","['SALSA', 'DIEZMILLO']"
HOTEL PALACIO,"['CHAMPIÑONES', 'PIMIENTA', 'ADOBADA', 'JALAPENOS', 'LENGUA']",['SALSA']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['PORTERHOUSE', 'LENGUA', 'COSTILLA', 'CHILE']","['SALSA', 'MOLIDA']"
RESTAURANTE Y TAQUERIA MI GENERAL,"['PASTEL', 'GALLETA', 'BONELESS', 'MILANESA', 'BACON']",['DIEZMILLO']
RESTAURANTE LA POSADA,"['T-BONE', 'TOCINO', 'PIZZA', 'BONELESS', 'COSTILLA']",['FLAUTAS']
LA TORRADA RESTAURANTE,"['FILETE', 'VEAL', 'CHICHARRON', 'MAYONESA', 'BACON', 'MEDALLON']",['DIEZMILLO']
RESTAURANTE FINOS,"['QUESO', 'COSTILLA', 'ELOTE', 'SHOULDER', 'ARRACHERA', 'PIMIENTA', 'CHEESECAKE']",['LECHE']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['TOCINO', 'WHIP', 'CHORIZO', 'FLAN', 'QUESO', 'PULPO']",['FLAUTAS']
RESTAURANTE BONDIA,"['LENGUA', 'CACHETE', 'JALAPENOS', 'JUGO', 'JAMON']",['SALSA']
HOTEL REGIS,"['PAPRIKA', 'PANELA', 'JAMON', 'FLAN']",['CORTADILLO']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['DESHEBRADA', 'LENGUA', 'YOGHURT', 'CAMARON', 'MIEL', 'ACEITE', 'TOMATE']",['SALSA']
EL MAGO RESTAURANTE Y BANQUETES,"['TOCINO', 'TOMATE']",['FLAUTAS']
HOTEL REGIS,"['SAZONADOR', 'CACHETE', 'YEMA', 'COFFEE', 'DIEZMILLO']","['BACON', 'SALMON']"
RESTAURANTE Y TAQUERIA MI GENERAL,"['BISTEC', 'PIZZA', 'FILETE', 'CORTADILLO', 'COCOA', 'HUESO', 'MEDALLON']",['PANELA']
RESTAURANTE LA POSADA,"['HUESO', 'DIEZMILLO', 'MAYONESA', 'ADOBADA', 'CHILE', 'CORTADILLO', 'MOSTAZA']","['PANELA', 'MOLIDA', 'BACON']"
HOTEL MISION,"['ACEITUNA', 'CARNITAS/PIERNA', 'MAYONESA', 'PIZZA', 'T-BONE', 'DIEZMILLO']",['BACON']
RESTAURANTE LA POSADA,"['ESPALDILLA', 'ADOBADA', 'ACEITUNA', 'LECHE', 'SURIMI']",['ARRACHERA']
RESTAURANTE ARIECCHINO,"['ARRACHERA', 'ATUN', 'SAZONADOR', 'ALITA']",['LECHE']
LA RONDA RESTAURANTE,"['QUESO', 'CHEESECAKE', 'TOMATE', 'LENGUA', 'CORTADILLO']","['SALSA', 'PANELA']"
RESTAURANTE VERDENIA,"['LOMO', 'BONELESS', 'CARNE', 'ELOTE', 'FLAUTAS', 'CORTADILLO']","['TOCINO', 'PANELA']"
RESTAURANTE BUCHAKAS,"['SALAMI', 'T-BONE', 'PAVO', 'PAPRIKA', 'CARNITAS/PIERNA', 'CORTADILLO']",['PANELA']
LA TORRADA RESTAURANTE,"['CAMARON', 'PULPO', 'WHIP', 'PANELA', 'CHEESECAKE']",['CORTADILLO']
RESTAURANTE DE MARISCOS LOS REYES,"['CARNE', 'CORTADILLO', 'PASTEL', 'WHIP', 'DESHEBRADA', 'ADOBADA', 'FLAUTAS']","['TOCINO', 'PANELA']"
RESTAURANTE EL BUEN PALADAR,"['FLAN', 'PASTA', 'ACEITUNA', 'FLAUTAS', 'ADEREZO', 'ALITA']",['TOCINO']
RESTAURANTE FLOR DE TOKIO,"['SALSA', 'PASTEL', 'GALLETA', 'MANTEQUILLA']",['LENGUA']
HOTEL OASIS,"['PEPPERONI', 'CHILE', 'CARNITAS/PIERNA', 'PECHUGA']",['MOLIDA']
RESTAURANTE BOATO,"['FLAUTAS', 'ADOBADA', 'MIEL', 'CUBOS', 'ACEITUNA', 'DESHEBRADA', 'NUGGET']",['TOCINO']
RESTAURANTE BUCHAKAS,"['CHULETA', 'SALAMI', 'BACON', 'SALCHICHA']",['DIEZMILLO']
RESTAURANTE VERDENIA,"['SALMON', 'LECHE', 'SAZONADOR', 'BRISKET', 'MAYONESA', 'COFFEE', 'FLAUTAS']","['TOCINO', 'ARRACHERA']"
HOTEL HOLIDAY IN EXPRESS,"['BACON', 'TOMAHAWK', 'MACHACA', 'PIZZA', 'PULPO']",['DIEZMILLO']
RESTAURANTE TIO LALO,"['HUESO', 'DESHEBRADA', 'LOMO', 'CACHETE', 'PURE', 'COFFEE']",['SALMON']
CHE PEBETA RESTAURANTE ARGENTINO,"['PANELA', 'HUESO', 'LECHE', 'ACEITUNA', 'PAPRIKA', 'FAJITA', 'FLAUTAS']","['TOCINO', 'ARRACHERA', 'CORTADILLO']"
RESTAURANTE Y TAQUERIA MI GENERAL,"['HUESO', 'MERMELADA', 'SALMON', 'CATSUP', 'PURE']",['COFFEE']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['COSTILLA', 'FLAUTAS', 'PULPO', 'MERMELADA']",['TOCINO']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['DULCE', 'SALSA', 'SAZONADOR', 'BACON', 'PAPA']","['DIEZMILLO', 'LENGUA']"
RESTAURANTE VERDENIA,"['JAMON', 'DIEZMILLO', 'MORTADELA', 'YEMA']",['BACON']
HOTEL HOLIDAY IN EXPRESS,"['MOLIDA', 'PIERNA', 'ELOTE', 'HUESO']",['CHILE']
RESTAURANTE Y TAQUERIA MI GENERAL,"['MOLIDA', 'ROAST']",['CHILE']
HOTEL HOLIDAY IN EXPRESS,"['PIERNA', 'FAJITA', 'LECHE', 'POLLO', 'JALAPENOS', 'SALMON']","['ARRACHERA', 'COFFEE']"
MINIRESTAURANTE EL CHINO,"['YOGHURT', 'MAYONESA', 'CHEESECAKE', 'SALMON', 'PASTA']",['COFFEE']
RESTAURANTE JOSEPHINOS,"['ADEREZO', 'SURIMI', 'DIEZMILLO', 'WHIP']",['BACON']
CHE PEBETA RESTAURANTE ARGENTINO,"['ACEITE', 'POLLO', 'MOLLEJA', 'MOLIDA', 'SALSA']","['CHILE', 'LENGUA']"
RESTAURANTE LA DELICIA,"['GOUDA', 'MIEL', 'DIEZMILLO']",['BACON']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['GOUDA', 'LOMO', 'WHIP', 'TOCINO']",['FLAUTAS']
MINIRESTAURANTE EL CHINO,"['PAVO', 'JALAPENOS', 'ALITA', 'MOLIDA', 'ACEITUNA', 'VEAL']",['CHILE']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['CORTADILLO', 'ALITA', 'CHULETA', 'SURIMI', 'MERMELADA', 'ARRACHERA']","['PANELA', 'LECHE']"
HOTEL HOLIDAY IN EXPRESS,"['MARGARINA', 'FILETE', 'ARRACHERA', 'POLLO', 'PHILADELPHIA', 'PASTA', 'PAPRIKA']",['LECHE']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['HUESO', 'SURIMI', 'DIEZMILLO', 'PIZZA', 'ENDULZANTE']",['BACON']
RESTAURANTE ARIECCHINO,"['RIBEYE', 'CHILE', 'LOMO', 'MENUDO', 'PIMIENTA', 'DIEZMILLO']","['MOLIDA', 'BACON']"
RESTAURANTE LA DELICIA,"['CATSUP', 'COFFEE', 'MERMELADA', 'PIMIENTA', 'JUGO', 'PASTA', 'POLLO']",['SALMON']
MINIRESTAURANTE EL CHINO,"['COFFEE', 'LOMO', 'YEMA', 'BRISKET', 'LENGUA']","['SALSA', 'SALMON']"
RESTAURANTE Y TAQUERIA MI GENERAL,"['ALITA', 'FLAN', 'SALSA', 'MOLIDA', 'LECHE']","['CHILE', 'ARRACHERA', 'LENGUA']"
HOTEL EL REGIO,"['PIERNA', 'DULCE', 'PANELA', 'GOUDA', 'COSTILLA', 'ACEITUNA', 'SALCHICHA']",['CORTADILLO']
RESTAURANTE  LA  FUNDACION,"['BONELESS', 'MENUDO', 'CACHETE', 'COFFEE', 'DESHEBRADA', 'MACHACA']",['SALMON']
HOTEL PALACIO,"['SALSA', 'PASTA', 'SALAMI', 'COSTILLA']",['LENGUA']
HOTEL PALACIO,"['ROAST', 'PANELA', 'FAJITA', 'MENUDO', 'PEPPERONI']",['CORTADILLO']
ANTIQUE HOTEL BOUTIQUE SANTA LUCIA,"['MERMELADA', 'SALSA', 'MACHACA', 'VEAL', 'SALCHICHA', 'CAFE']",['LENGUA']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['FAJITA', 'CATSUP', 'CHEESECAKE', 'ARRACHERA', 'YOGHURT', 'POLLO']",['LECHE']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['PURE', 'PANELA', 'CAMARON', 'MENUDO']",['CORTADILLO']
RESTAURANTE Y TAQUERIA MI GENERAL,"['FAJITA', 'QUESO', 'PAPRIKA', 'SALSA', 'FILETE', 'MIEL']",['LENGUA']
RESTAURANTE BERNAL,"['CREMA', 'BACON', 'FLAUTAS', 'MARGARINA', 'ATUN', 'HUESO']","['TOCINO', 'DIEZMILLO']"
HOTEL EL REGIO,"['PAVO', 'COFFEE', 'CHILE', 'CAFE', 'ACEITUNA', 'CUBOS', 'ESPALDILLA']","['MOLIDA', 'SALMON']"
HOTEL OASIS,"['GALLETA', 'CHORIZO', 'BISTEC', 'MERMELADA', 'CARNE', 'TOMATE', 'BACON']",['DIEZMILLO']
RESTAURANTE LOS RODRIGUEZ,"['CARNE', 'MILANESA', 'CHAMPIÑONES', 'MANTEQUILLA', 'GALLETA', 'LECHE', 'MERMELADA']",['ARRACHERA']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['CHILE', 'MILANESA', 'YEMA']",['MOLIDA']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['HUEVO', 'GOUDA', 'DIEZMILLO', 'ROAST', 'MILANESA', 'SALAMI']",['BACON']
HOTEL EL REGIO,"['ROAST', 'ENDULZANTE', 'SALSA', 'SALAMI', 'RIBEYE', 'JUGO']",['LENGUA']
MINIRESTAURANTE EL CHINO,"['TOMAHAWK', 'MERMELADA', 'BRISKET', 'MOLIDA', 'DULCE', 'FLAN']",['CHILE']
RESTAURANTE EL BUEN PALADAR,"['PEPPERONI', 'BACON', 'MAYONESA', 'PAPA', 'MEDALLON']",['DIEZMILLO']
RESTAURANTE FLOR DE TOKIO,"['PULPA', 'TOMAHAWK', 'PASTEL', 'PORTERHOUSE', 'TOCINO']",['FLAUTAS']
LA RONDA RESTAURANTE,"['TOCINO', 'LECHE', 'PHILADELPHIA', 'ADOBADA', 'BRISKET', 'SAZONADOR']","['ARRACHERA', 'FLAUTAS']"
HOTEL PALACIO,"['MARGARINA', 'FILETE', 'DIEZMILLO', 'PULPO', 'ACEITUNA', 'PURE', 'AJO']",['BACON']
RESTAURANTE EL BUEN PALADAR,"['PASTEL', 'PANELA', 'PHILADELPHIA', 'MIEL', 'POLLO']",['CORTADILLO']
RESTAURANTE BONDIA,"['MARGARINA', 'MOLIDA', 'PURE', 'CHULETA']",['CHILE']
HOTEL REGIS,"['BACON', 'CAFE', 'SALMON', 'FLAUTAS', 'MEDALLON', 'PHILADELPHIA', 'AJO']","['TOCINO', 'DIEZMILLO', 'COFFEE']"
LA TORRADA RESTAURANTE,"['MENUDO', 'DIEZMILLO', 'HAMBURGUESA', 'COFFEE', 'JAMON', 'PASTA']","['BACON', 'SALMON']"
CHE PEBETA RESTAURANTE ARGENTINO,"['MANCHEGO', 'CATSUP', 'WHIP', 'CHULETA', 'MARGARINA', 'LECHE']",['ARRACHERA']
HOTEL REGIS,"['BISTEC', 'COFFEE', 'MEDALLON', 'JAMON']",['SALMON']
RESTAURANTE JOSEPHINOS,"['ALITA', 'COSTILLA', 'BISTEC', 'PIZZA', 'LENGUA', 'SALCHICHA']",['SALSA']
RESTAURANTE BONDIA,"['YEMA', 'MANTEQUILLA', 'FILETE', 'CHEESECAKE', 'ARRACHERA', 'CAFE']",['LECHE']
RESTAURANTE FAMILIAR LAS PALMAS,"['ADEREZO', 'PULPO', 'PAPA', 'SALMON', 'ESPALDILLA']",['COFFEE']
RESTAURANTE EL BUEN PALADAR,"['CAMARON', 'CREMA', 'CARNITAS/PIERNA', 'GOUDA', 'PAPRIKA', 'FLAUTAS']",['TOCINO']
HOTEL OASIS,"['PHILADELPHIA', 'CHILE', 'JUGO', 'PANELA', 'NUGGET']","['MOLIDA', 'CORTADILLO']"
RESTAURANTE BON DIA,"['SALSA', 'MEDALLON', 'MIEL', 'PHILADELPHIA', 'PURE', 'SAZONADOR']",['LENGUA']
RESTAURANTE FAMILIAR LAS PALMAS,"['POLLO', 'BRISKET', 'PAPA', 'SALSA', 'CREMA']",['LENGUA']
RESTAURANTE TIO LALO,"['CORTADILLO', 'PAVO', 'MIEL', 'PAPA', 'AJO', 'PURE', 'MENUDO']",['PANELA']
VITANTI RESTAURANTE,"['DULCE', 'CORTADILLO', 'MOLLEJA', 'ATUN', 'PASTA']",['PANELA']
RESTAURANTE EL GITANO,"['PASTEL', 'SALAMI', 'HAMBURGUESA', 'MOLIDA', 'PULPA', 'PULPO', 'HUEVO']",['CHILE']
RESTAURANTE LAS ALITAS SUC NUEVO SUR,"['ADOBADA', 'PASTEL', 'COFFEE', 'JAMON', 'AJO', 'HUESO', 'JALAPENOS']",['SALMON']
RESTAURANTE VERDENIA,"['MARGARINA', 'SALCHICHA', 'FLAUTAS', 'CHORIZO', 'MERMELADA', 'TOMAHAWK', 'PIMIENTA']",['TOCINO']
RESTAURANTE CHAYITO,"['SALSA', 'MANTEQUILLA', 'ESPALDILLA', 'MOLIDA', 'ATUN']","['CHILE', 'LENGUA']"
HOTEL PALACIO,"['LOMO', 'BACON', 'SHOULDER', 'SALAMI', 'CHILE']","['DIEZMILLO', 'MOLIDA']"
RESTAURANTE EL BUEN PALADAR,"['SALMON', 'YOGHURT', 'ALITA', 'TOMAHAWK', 'MILANESA', 'LOMO', 'MEDALLON']",['COFFEE']
LA TORRADA RESTAURANTE,"['GALLETA', 'DULCE', 'MOLLEJA', 'CORTADILLO', 'PAPA']",['PANELA']
HOTEL REGIS,"['PULPO', 'SALSA', 'MANTEQUILLA', 'CARNITAS/PIERNA']",['LENGUA']
CALLE 7 RESTAURANTE,"['CHORIZO', 'PULPA', 'GOUDA', 'ELOTE', 'FLAUTAS', 'MOLIDA', 'LOMO']","['TOCINO', 'CHILE']"
HOTEL PALACIO,"['ACEITUNA', 'SALSA', 'SHOULDER', 'BACON', 'PECHUGA']","['DIEZMILLO', 'LENGUA']"
RESTAURANTE FLOR DE TOKIO,"['MEDALLON', 'ENDULZANTE', 'GOUDA', 'FLAN', 'LECHE', 'PIMIENTA']",['ARRACHERA']
RESTAURANTE Y TAQUERIA MI GENERAL,"['TOCINO', 'ROAST', 'CATSUP', 'ESPALDILLA']",['FLAUTAS']
RESTAURANTE IDOLOS DEL RIN,"['ENDULZANTE', 'YEMA', 'MACHACA', 'ADOBADA', 'GALLETA', 'CORTADILLO']",['PANELA']
EL MAGO RESTAURANTE Y BANQUETES,"['MERMELADA', 'SURIMI', 'SALCHICHA', 'SALSA', 'YOGHURT']",['LENGUA']
RESTAURANTE LOS RODRIGUEZ,"['MAYONESA', 'MENUDO', 'NUGGET', 'FLAUTAS', 'PIZZA', 'T-BONE', 'PEPPERONI']",['TOCINO']
CHE PEBETA RESTAURANTE ARGENTINO,"['DIEZMILLO', 'CHAMPIÑONES', 'CAFE', 'GOUDA', 'MORTADELA']",['BACON']
RESTAURANTE BON DIA,"['LECHE', 'LOMO', 'ENDULZANTE', 'FLAN', 'MENUDO', 'ACEITUNA', 'PECHUGA']",['ARRACHERA']
RESTAURANTE FAMILIAR LAS PALMAS,"['CHICHARRON', 'FLAUTAS', 'PASTA', 'ACEITUNA', 'PAVO']",['TOCINO']
RESTAURANTE LA POSADA,"['CAFE', 'ESPALDILLA', 'DIEZMILLO', 'ACEITUNA', 'ATUN', 'ADOBADA']",['BACON']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['POLLO', 'LOMO', 'CHILE', 'PHILADELPHIA', 'QUESO', 'ADEREZO', 'ACEITUNA']",['MOLIDA']
RESTAURANTE BUCHAKAS,"['LECHE', 'MILANESA', 'JAMON', 'COFFEE', 'HAMBURGUESA', 'MOLIDA']","['CHILE', 'ARRACHERA', 'SALMON']"
RESTAURANTE EL GITANO,"['ENDULZANTE', 'CACHETE', 'COFFEE', 'TOCINO', 'DIEZMILLO', 'PURE', 'MIEL']","['BACON', 'SALMON', 'FLAUTAS']"
RESTAURANTE LA POSADA,"['PAVO', 'CHULETA', 'DIEZMILLO']",['BACON']
CHE PEBETA RESTAURANTE ARGENTINO,"['LENGUA', 'YEMA', 'ELOTE', 'ATUN']",['SALSA']
RESTAURANTE TIO LALO,"['AJO', 'NUGGET', 'PECHUGA', 'LENGUA', 'PULPO', 'COSTILLA', 'CHEESECAKE']",['SALSA']
RESTAURANTE BONDIA,"['WHIP', 'PIMIENTA', 'ATUN', 'COFFEE']",['SALMON']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['ADEREZO', 'PECHUGA', 'COSTILLA', 'DIEZMILLO', 'ARRACHERA']","['BACON', 'LECHE']"
RESTAURANTE CHAYITO,"['HUESO', 'CAMARON', 'COFFEE', 'ENDULZANTE', 'MENUDO', 'JAMON']",['SALMON']
RESTAURANTE BOATO,"['DULCE', 'TOMATE', 'TOCINO', 'PECHUGA', 'MOLIDA']","['CHILE', 'FLAUTAS']"
RESTAURANTE IDOLOS DEL RIN,"['MEDALLON', 'LECHE', 'LOMO', 'PIERNA', 'PAPA', 'COSTILLA', 'CUBOS']",['ARRACHERA']
RESTAURANTE VERDENIA,"['PEPPERONI', 'SAZONADOR', 'MOLIDA', 'LENGUA', 'SALSA']",['CHILE']
HOTEL REGIS,"['LECHE', 'CORTADILLO', 'T-BONE', 'CREMA', 'PORTERHOUSE']","['PANELA', 'ARRACHERA']"
RESTAURANTE FLOR DE TOKIO,"['HUEVO', 'SHOULDER', 'MANCHEGO', 'LECHE']",['ARRACHERA']
CHE PEBETA RESTAURANTE ARGENTINO,"['CATSUP', 'JALAPENOS', 'SAZONADOR', 'SALSA', 'AJO', 'SALCHICHA']",['LENGUA']
RESTAURANTE LOS RODRIGUEZ,"['COWBOY', 'MOLLEJA', 'PEPPERONI', 'TOMAHAWK', 'CHULETA', 'SALSA']",['LENGUA']
HOTEL EL REGIO,"['PAPRIKA', 'DULCE', 'MERMELADA', 'CREMA', 'MOLIDA', 'CAFE']",['CHILE']
RESTAURANTE EL GITANO,"['COSTILLA', 'MIEL', 'SALCHICHA', 'TOCINO', 'CHILE', 'JALAPENOS']","['MOLIDA', 'FLAUTAS']"
RESTAURANTE LOS RODRIGUEZ,"['PIERNA', 'ADOBADA', 'AJO', 'FLAUTAS', 'CARNITAS/PIERNA', 'ALITA', 'LOMO']",['TOCINO']
RESTAURANTE Y TAQUERIA MI GENERAL,"['PIMIENTA', 'PULPO', 'ARRACHERA', 'CHULETA', 'MANTEQUILLA', 'JAMON', 'HAMBURGUESA']",['LECHE']
HUI XIN RESTAURANTE DE COMIDA CHINA,"['MOLIDA', 'MEDALLON', 'FLAN', 'PECHUGA']",['CHILE']
RESTAURANTE LAS TRES VILLAS,"['MANTEQUILLA', 'MOLLEJA', 'BACON', 'PAVO']",['DIEZMILLO']
RESTAURANTE FLOR DE TOKIO,"['LOMO', 'ADOBADA', 'TOCINO', 'CATSUP', 'GOUDA', 'VEAL']",['FLAUTAS']
RESTAURANTE LOS RODRIGUEZ,"['YOGHURT', 'MOLIDA', 'ALITA', 'CARNITAS/PIERNA', 'MACHACA']",['CHILE']
RESTAURANTE FINOS,"['ESPALDILLA', 'JALAPENOS', 'ARRACHERA', 'SALSA', 'CHILE']","['MOLIDA', 'LENGUA', 'LECHE']"
VITANTI RESTAURANTE,"['MILANESA', 'SALSA', 'BONELESS', 'MORTADELA', 'ARRACHERA', 'GALLETA']","['LENGUA', 'LECHE']"
RESTAURANTE CHAYITO,"['CHULETA', 'MAYONESA', 'DIEZMILLO', 'PIMIENTA', 'ADOBADA']",['BACON']
RESTAURANTE JOSEPHINOS,"['CACHETE', 'MANCHEGO', 'CORTADILLO', 'DESHEBRADA', 'FLAN', 'LOMO']",['PANELA']
RESTAURANTE FAMILIAR LAS PALMAS,"['CATSUP', 'YEMA', 'SHOULDER', 'CUBOS', 'MOLIDA', 'DESHEBRADA']",['CHILE']
RESTAURANTE FAMILIAR LAS PALMAS,"['PIMIENTA', 'DESHEBRADA', 'DIEZMILLO', 'T-BONE', 'PORTERHOUSE']",['BACON']
HOTEL EL REGIO,"['NUGGET', 'AJO', 'PANELA', 'BONELESS', 'SAZONADOR']",['CORTADILLO']
RESTAURANTE LOS RODRIGUEZ,"['PEPPERONI', 'PHILADELPHIA', 'PANELA']",['CORTADILLO']
HOTEL OASIS,"['PIERNA', 'CUBOS', 'BISTEC', 'MENUDO', 'FLAN', 'SALMON', 'DIEZMILLO']","['BACON', 'COFFEE']"
MINIRESTAURANTE EL CHINO,"['MACHACA', 'MEDALLON', 'YOGHURT', 'COCOA', 'TOCINO', 'AJO', 'MOLIDA']","['CHILE', 'FLAUTAS']"
ANTIQUE HOTEL BOUTIQUE SANTA LUCIA,['MOLIDA'],['CHILE']
RESTAURANTES QUE PREPARAN OTRO TIPO DE ALIMENTOS PARA LLEVAR,"['YEMA', 'SALSA', 'HUEVO', 'DIEZMILLO', 'QUESO', 'PIZZA']","['BACON', 'LENGUA']"
RESTAURANTE: I LIKE PIZZA,"['JAMON', 'COFFEE', 'SAZONADOR', 'YEMA']",['SALMON']
RESTAURANTE FAMILIAR LAS PALMAS,"['PECHUGA', 'LENGUA', 'COCOA', 'NUGGET']",['SALSA']
HOTEL POSADA,"['PAPA', 'GALLETA', 'LECHE', 'JUGO', 'ADOBADA', 'CHULETA', 'CORTADILLO']","['PANELA', 'ARRACHERA']"
RESTAURANTE LA DELICIA,"['MIEL', 'ALITA', 'COFFEE', 'SALAMI', 'PECHUGA']",['SALMON']
HOTEL EL REGIO,"['MANCHEGO', 'ESPALDILLA', 'COSTILLA', 'SALMON', 'MILANESA']",['COFFEE']
RESTAURANTE BONDIA,"['HUEVO', 'PULPA', 'MERMELADA', 'CHICHARRON', 'ATUN', 'CARNITAS/PIERNA', 'SALSA']",['LENGUA']
RESTAURANTE LOS RODRIGUEZ,"['PHILADELPHIA', 'CHILE', 'DIEZMILLO', 'ACEITUNA', 'LENGUA', 'MIEL']","['SALSA', 'MOLIDA', 'BACON']"
RESTAURANTE Y TAQUERIA MI GENERAL,"['SALMON', 'SALCHICHA', 'CACHETE', 'COWBOY', 'PULPO', 'CHILE', 'CUBOS']","['MOLIDA', 'COFFEE']"
RESTAURANTE FLOR DE TOKIO,"['SHOULDER', 'DIEZMILLO']",['BACON']
LA TORRADA RESTAURANTE,"['CHILE', 'LOMO', 'NUGGET', 'CREMA', 'MACHACA', 'COCOA', 'SURIMI']",['MOLIDA']
HOTEL OASIS,"['CAFE', 'PASTEL', 'MANCHEGO', 'CORTADILLO']",['PANELA']
RESTAURANTE VERDENIA,"['RIBEYE', 'PANELA', 'CHORIZO']",['CORTADILLO']
RESTAURANTE LA POSADA,"['TOCINO', 'CHULETA', 'MOSTAZA', 'SALAMI']",['FLAUTAS']
